,num_airplane,sref,velocity,alpha
1599,1,1.0,205,-14
6845,2,1.5,110,20
2676,1,1.0,65,-2
887,1,0.5,220,-10
3590,1,1.5,85,20
9027,3,0.5,295,16
2422,1,1.0,95,-6
8435,3,0.5,260,8
4735,2,0.5,285,0
13256,4,0.5,315,-10
14594,4,1.0,180,20
10345,3,1.0,60,6
1392,1,1.0,145,-8
11382,3,1.5,45,-20
6375,2,1.0,35,4
13145,4,0.5,85,20
3648,1,1.5,50,10
997,1,0.5,120,0
4608,2,0.5,300,-2
13337,4,0.5,70,-16
9458,3,0.5,175,-4
12429,4,0.5,80,16
366,1,0.5,215,-2
11163,3,1.5,250,4
1950,1,1.0,10,16
12679,4,0.5,30,12
5939,2,1.0,130,14
7027,2,1.5,45,6
14235,4,1.0,10,16
2470,1,1.0,10,6
15626,4,1.5,140,-16
7254,2,1.5,205,-2
12947,4,0.5,70,2
3437,1,1.5,295,8
238,1,0.5,225,-6
10645,3,1.0,260,18
9748,3,1.0,325,-12
8053,2,1.5,300,0
423,1,0.5,175,-14
9350,3,0.5,285,-10
1343,1,0.5,225,20
10283,3,1.0,75,8
13799,4,1.0,105,-16
5330,2,0.5,10,14
1355,1,0.5,285,2
8183,2,1.5,300,8
4122,2,0.5,145,-8
4264,2,0.5,205,-18
1093,1,0.5,275,-18
15601,4,1.5,15,18
7602,2,1.5,320,-20
7743,2,1.5,50,10
11464,3,1.5,130,18
12571,4,0.5,140,6
13639,4,0.5,280,0
12644,4,0.5,180,-16
3297,1,1.5,245,-20
13584,4,0.5,330,16
5250,2,0.5,260,-20
8734,3,0.5,130,18
10723,3,1.0,325,6
12064,3,1.5,205,0
3321,1,1.5,40,-14
2118,1,1.0,200,16
9431,3,0.5,40,-16
5618,2,1.0,150,2
11011,3,1.5,140,-6
11746,3,1.5,240,-6
5897,2,1.0,245,14
8653,3,0.5,50,-18
12800,4,0.5,310,2
3686,1,1.5,240,2
13608,4,0.5,125,-20
2858,1,1.5,325,-16
7570,2,1.5,160,0
13027,4,0.5,145,-6
737,1,0.5,120,-16
5360,2,0.5,160,-10
2768,1,1.5,200,14
12525,4,0.5,235,-2
14319,4,1.0,105,16
4005,1,1.5,210,10
2248,1,1.0,200,-18
11659,3,1.5,130,-12
14984,4,1.0,180,2
9049,3,0.5,80,18
5064,2,0.5,305,-14
7946,2,1.5,90,-4
7022,2,1.5,20,-4
2345,1,1.0,35,8
2804,1,1.5,55,2
11227,3,1.5,245,6
7681,2,1.5,65,12
5167,2,0.5,170,-18
4766,2,0.5,115,20
15589,4,1.5,280,-6
9918,3,1.0,200,-8
8698,3,0.5,275,-12
6549,2,1.0,255,16
300,1,0.5,210,-8
8317,3,0.5,320,-18
3441,1,1.5,315,16
15800,4,1.5,35,-4
8529,3,0.5,80,-14
9864,3,1.0,255,10
7786,2,1.5,265,12
8625,3,0.5,235,10
9892,3,1.0,70,-18
5649,2,1.0,305,-20
5090,2,0.5,110,-4
2059,1,1.0,230,-18
213,1,0.5,100,-14
14763,4,1.0,50,-20
12581,4,0.5,190,-16
8648,3,0.5,25,14
13035,4,0.5,185,10
8967,3,0.5,320,-20
7544,2,1.5,30,-10
15904,4,1.5,230,-6
3097,1,1.5,220,0
12948,4,0.5,75,4
3585,1,1.5,60,10
9249,3,0.5,105,-2
5505,2,1.0,235,-14
12923,4,0.5,275,-4
5901,2,1.0,265,-20
2529,1,1.0,305,-2
801,1,0.5,115,-14
1878,1,1.0,300,-2
15156,4,1.5,65,10
144,1,0.5,80,16
6014,2,1.0,180,-4
5138,2,0.5,25,8
14750,4,1.0,310,-4
13615,4,0.5,160,-6
14029,4,1.0,280,-18
7415,2,1.5,35,-16
13217,4,0.5,120,-4
8360,3,0.5,210,-16
9114,3,0.5,80,-20
171,1,0.5,215,-14
460,1,0.5,35,18
3007,1,1.5,95,-12
7289,2,1.5,55,-16
14307,4,1.0,45,-8
1229,1,0.5,305,2
12725,4,0.5,260,20
271,1,0.5,65,18
8672,3,0.5,145,20
6183,2,1.0,50,-2
7730,2,1.5,310,-16
6501,2,1.0,15,4
9891,3,1.0,65,-20
6983,2,1.5,150,2
14965,4,1.0,85,6
7297,2,1.5,95,0
5287,2,0.5,120,12
7208,2,1.5,300,-10
13680,4,1.0,160,-2
9266,3,0.5,190,-10
3776,1,1.5,40,14
39,1,0.5,205,16
5945,2,1.0,160,-16
8036,2,1.5,215,8
16251,4,1.5,15,16
16297,4,1.5,245,-18
993,1,0.5,100,-8
15991,4,1.5,15,0
5697,2,1.0,220,-8
6808,2,1.0,250,-12
3699,1,1.5,305,-14
14148,4,1.0,225,10
2130,1,1.0,260,-2
13678,4,1.0,150,-6
2953,1,1.5,150,6
4685,2,0.5,35,-16
987,1,0.5,70,-20
1424,1,1.0,305,14
13041,4,0.5,215,-20
16199,4,1.5,80,-4
9651,3,1.0,165,4
7796,2,1.5,315,-10
353,1,0.5,150,14
3328,1,1.5,75,0
1011,1,0.5,190,-14
8013,2,1.5,100,4
14041,4,1.0,15,6
15788,4,1.5,300,14
5399,2,0.5,30,-16
4494,2,0.5,55,-20
270,1,0.5,60,16
9093,3,0.5,300,-20
10316,3,1.0,240,-10
11670,3,1.5,185,10
2044,1,1.0,155,-6
14200,4,1.0,160,-12
7075,2,1.5,285,18
6759,2,1.0,330,16
5289,2,0.5,130,16
7821,2,1.5,115,-2
5882,2,1.0,170,-16
1665,1,1.0,210,-8
12802,4,0.5,320,6
16181,4,1.5,315,2
16133,4,1.5,75,-10
5579,2,1.0,280,8
6208,2,1.0,175,6
4633,2,0.5,100,6
13065,4,0.5,10,-14
5016,2,0.5,65,16
16029,4,1.5,205,-8
5113,2,0.5,225,0
1032,1,0.5,295,-14
3405,1,1.5,135,-14
7452,2,1.5,220,16
619,1,0.5,180,0
7088,2,1.5,25,2
10815,3,1.0,135,-20
11880,3,1.5,260,10
891,1,0.5,240,-2
10804,3,1.0,80,0
10643,3,1.0,250,14
481,1,0.5,140,18
14152,4,1.0,245,18
7489,2,1.5,80,6
196,1,0.5,15,-6
6245,2,1.0,35,-4
15938,4,1.5,75,20
3160,1,1.5,210,0
358,1,0.5,175,-18
11246,3,1.5,15,2
3616,1,1.5,215,-12
1945,1,1.0,310,6
9200,3,0.5,185,-16
2151,1,1.0,40,-2
4175,2,0.5,85,14
7599,2,1.5,305,16
15490,4,1.5,110,6
6205,2,1.0,160,0
2507,1,1.0,195,-4
10858,3,1.0,25,-18
1990,1,1.0,210,12
13161,4,0.5,165,10
2761,1,1.5,165,0
10759,3,1.0,180,-6
6824,2,1.0,330,20
2269,1,1.0,305,-18
14910,4,1.0,135,-20
14776,4,1.0,115,6
9678,3,1.0,300,16
16278,4,1.5,150,-14
637,1,0.5,270,-6
12586,4,0.5,215,-6
4429,2,0.5,55,18
5027,2,0.5,120,-4
16296,4,1.5,240,-20
11026,3,1.5,215,-18
13876,4,1.0,165,12
10169,3,1.0,155,-10
8999,3,0.5,155,2
3004,1,1.5,80,-18
11143,3,1.5,150,6
9908,3,1.0,150,14
6848,2,1.5,125,-16
6011,2,1.0,165,-10
9844,3,1.0,155,12
13730,4,1.0,85,14
11761,3,1.5,315,-18
2424,1,1.0,105,-2
11617,3,1.5,245,-12
9877,3,1.0,320,-6
421,1,0.5,165,-18
14159,4,1.0,280,-10
16307,4,1.5,295,2
6406,2,1.0,190,-18
8550,3,0.5,185,-14
385,1,0.5,310,-6
11807,3,1.5,220,-10
4601,2,0.5,265,-16
10168,3,1.0,150,-12
5707,2,1.0,270,12
1211,1,0.5,215,8
6826,2,1.5,15,-18
12778,4,0.5,200,0
11836,3,1.5,40,6
614,1,0.5,155,-10
11776,3,1.5,65,12
11409,3,1.5,180,-8
4479,2,0.5,305,-8
10298,3,1.0,150,-4
5363,2,0.5,175,-4
5271,2,0.5,40,-20
1501,1,1.0,40,0
7102,2,1.5,95,-12
7034,2,1.5,80,20
1437,1,1.0,45,-2
5636,2,1.0,240,-4
731,1,0.5,90,14
13010,4,0.5,60,2
4888,2,0.5,75,12
11846,3,1.5,90,-16
14477,4,1.0,245,-4
3455,1,1.5,60,2
3487,1,1.5,220,-18
10859,3,1.0,30,-16
14267,4,1.0,170,-4
9925,3,1.0,235,6
1313,1,0.5,75,2
3628,1,1.5,275,12
13012,4,0.5,70,6
9899,3,1.0,105,-4
13202,4,0.5,45,8
4672,2,0.5,295,0
10350,3,1.0,85,16
352,1,0.5,145,12
787,1,0.5,45,0
14010,4,1.0,185,-14
5009,2,0.5,30,2
6807,2,1.0,245,-14
16068,4,1.5,75,-14
9435,3,0.5,60,-8
11242,3,1.5,320,-6
4294,2,0.5,30,0
10547,3,1.0,95,-10
1576,1,1.0,90,-18
12533,4,0.5,275,14
6114,2,1.0,30,-14
1441,1,1.0,65,6
4928,2,0.5,275,8
11963,3,1.5,25,8
10496,3,1.0,165,14
3041,1,1.5,265,14
13670,4,1.0,110,20
4940,2,0.5,10,-10
10018,3,1.0,50,-18
735,1,0.5,110,-20
10664,3,1.0,30,14
3991,1,1.5,140,-18
7771,2,1.5,190,-18
12836,4,0.5,165,-10
14089,4,1.0,255,18
9574,3,1.0,105,18
3557,1,1.5,245,-4
2241,1,1.0,165,10
1763,1,1.0,50,20
10573,3,1.0,225,0
11563,3,1.5,300,6
2732,1,1.5,20,-16
12312,4,0.5,145,-8
4426,2,0.5,40,12
321,1,0.5,315,-8
4640,2,0.5,135,20
11946,3,1.5,265,16
12337,4,0.5,270,0
12078,3,1.5,275,-14
6792,2,1.0,170,-2
10158,3,1.0,100,10
7387,2,1.5,220,12
7980,2,1.5,260,-20
1235,1,0.5,10,14
12726,4,0.5,265,-20
15208,4,1.5,325,-12
11220,3,1.5,210,-8
7516,2,1.5,215,18
16361,4,1.5,240,-16
4053,1,1.5,125,-20
4415,2,0.5,310,-10
7191,2,1.5,215,-2
16045,4,1.5,285,-18
12848,4,0.5,225,14
2611,1,1.0,65,-6
10704,3,1.0,230,10
8678,3,0.5,175,-10
12182,3,1.5,145,-16
8742,3,0.5,170,-8
8309,3,0.5,280,8
4326,2,0.5,190,-20
911,1,0.5,15,-4
2010,1,1.0,310,10
4239,2,0.5,80,16
1811,1,1.0,290,-10
14460,4,1.0,160,4
6733,2,1.0,200,6
6119,2,1.0,55,-4
2854,1,1.5,305,18
3896,1,1.5,315,2
11465,3,1.5,135,20
2547,1,1.0,70,-8
2594,1,1.0,305,2
11569,3,1.5,330,18
14327,4,1.0,145,-10
2882,1,1.5,120,-10
4331,2,0.5,215,-10
3074,1,1.5,105,-4
1311,1,0.5,65,-2
8298,3,0.5,225,-14
14852,4,1.0,170,-10
11486,3,1.5,240,20
1432,1,1.0,20,-12
4027,1,1.5,320,12
1556,1,1.0,315,-16
10374,3,1.0,205,-20
11137,3,1.5,120,-6
8409,3,0.5,130,-2
10885,3,1.0,160,-6
10068,3,1.0,300,-2
9276,3,0.5,240,10
3588,1,1.5,75,16
14512,4,1.0,95,-18
5573,2,1.0,250,-4
2940,1,1.5,85,-20
8239,3,0.5,255,-6
10442,3,1.0,220,-10
5265,2,0.5,10,10
3608,1,1.5,175,14
4142,2,0.5,245,-10
6706,2,1.0,65,-6
9897,3,1.0,95,-8
5594,2,1.0,30,-4
16377,4,1.5,320,16
3390,1,1.5,60,-2
14526,4,1.0,165,10
11296,3,1.5,265,18
14190,4,1.0,110,10
10182,3,1.0,220,16
3340,1,1.5,135,-18
16378,4,1.5,325,18
3281,1,1.5,165,-10
4629,2,0.5,80,-2
3876,1,1.5,215,4
2499,1,1.0,155,-20
4953,2,0.5,75,16
4271,2,0.5,240,-4
3282,1,1.5,170,-8
11367,3,1.5,295,-8
8983,3,0.5,75,12
5266,2,0.5,15,12
15586,4,1.5,265,-12
13269,4,0.5,55,16
13665,4,1.0,85,10
1044,1,0.5,30,10
2293,1,1.0,100,-12
10796,3,1.0,40,-16
963,1,0.5,275,16
15864,4,1.5,30,-2
14149,4,1.0,230,12
13288,4,0.5,150,12
11876,3,1.5,240,2
11662,3,1.5,145,-6
2084,1,1.0,30,-10
6137,2,1.0,145,-10
14450,4,1.0,110,-16
13503,4,0.5,250,-20
14822,4,1.0,20,14
1225,1,0.5,285,-6
1239,1,0.5,30,-20
14805,4,1.0,260,-20
1985,1,1.0,185,2
1080,1,0.5,210,-2
15881,4,1.5,115,-10
14182,4,1.0,70,-6
4512,2,0.5,145,16
12861,4,0.5,290,-2
5684,2,1.0,155,8
1455,1,1.0,135,-8
3619,1,1.5,230,-6
7343,2,1.5,325,8
1530,1,1.0,185,16
4274,2,0.5,255,2
1120,1,0.5,85,-6
1394,1,1.0,155,-4
11029,3,1.5,230,-12
16202,4,1.5,95,2
12414,4,0.5,330,-14
14559,4,1.0,330,-8
15853,4,1.5,300,18
6092,2,1.0,245,-16
6851,2,1.5,140,-10
8105,2,1.5,235,20
12143,3,1.5,275,-10
4597,2,0.5,245,18
13313,4,0.5,275,20
5994,2,1.0,80,-2
10248,3,1.0,225,-20
14756,4,1.0,15,8
12022,3,1.5,320,0
11732,3,1.5,170,8
4680,2,0.5,10,16
15956,4,1.5,165,14
3471,1,1.5,140,-8
14997,4,1.0,245,-14
11251,3,1.5,40,12
6640,2,1.0,60,-12
10041,3,1.0,165,-14
7536,2,1.5,315,16
9104,3,0.5,30,2
12568,4,0.5,125,0
6292,2,1.0,270,6
8297,3,0.5,220,-16
15252,4,1.5,220,-8
3544,1,1.5,180,12
9487,3,0.5,320,12
2119,1,1.0,205,18
3333,1,1.5,100,10
11308,3,1.5,325,0
13390,4,0.5,10,6
9742,3,1.0,295,18
16227,4,1.5,220,10
14752,4,1.0,320,0
5318,2,0.5,275,-10
15984,4,1.5,305,-14
4811,2,0.5,15,-16
12693,4,0.5,100,-2
6766,2,1.0,40,-12
5857,2,1.0,45,18
12099,3,1.5,55,-14
5267,2,0.5,20,14
15642,4,1.5,220,16
10382,3,1.0,245,-4
3529,1,1.5,105,-18
13655,4,1.0,35,-10
3793,1,1.5,125,6
14196,4,1.0,140,-20
9025,3,0.5,285,12
14516,4,1.0,115,-10
13857,4,1.0,70,16
458,1,0.5,25,14
15786,4,1.5,290,10
883,1,0.5,200,-18
8827,3,0.5,270,-6
9516,3,0.5,140,-14
5294,2,0.5,155,-16
14317,4,1.0,95,12
11440,3,1.5,10,12
5774,2,1.0,280,20
11909,3,1.5,80,-16
6813,2,1.0,275,-2
13510,4,0.5,285,-6
15448,4,1.5,225,6
5173,2,0.5,200,-6
12738,4,0.5,325,4
6224,2,1.0,255,-4
808,1,0.5,150,0
3653,1,1.5,75,20
4434,2,0.5,80,-14
12959,4,0.5,130,-16
4169,2,0.5,55,2
4244,2,0.5,105,-16
5798,2,1.0,75,-16
10612,3,1.0,95,-6
10189,3,1.0,255,-12
15713,4,1.5,250,-10
185,1,0.5,285,14
9975,3,1.0,160,-20
11811,3,1.5,240,-2
5696,2,1.0,215,-10
2678,1,1.0,75,2
15312,4,1.5,195,-14
10477,3,1.0,70,18
4866,2,0.5,290,10
12775,4,0.5,185,-6
6835,2,1.5,60,0
5153,2,0.5,100,-4
1405,1,1.0,210,18
4687,2,0.5,45,-12
12379,4,0.5,155,0
13218,4,0.5,125,-2
14849,4,1.0,155,-16
2817,1,1.5,120,-14
1161,1,0.5,290,-8
13838,4,1.0,300,20
6993,2,1.5,200,-20
2946,1,1.5,115,-8
8428,3,0.5,225,-6
545,1,0.5,135,20
12757,4,0.5,95,0
9227,3,0.5,320,-4
11937,3,1.5,220,-2
13967,4,1.0,295,-16
11794,3,1.5,155,6
7064,2,1.5,230,-4
13040,4,0.5,210,20
1413,1,1.0,250,-8
8140,2,1.5,85,6
2586,1,1.0,265,-14
15585,4,1.5,260,-14
3225,1,1.5,210,4
2902,1,1.5,220,-12
3403,1,1.5,125,-18
2776,1,1.5,240,-12
6458,2,1.0,125,2
1356,1,0.5,290,4
13052,4,0.5,270,2
11640,3,1.5,35,-8
6268,2,1.0,150,0
13506,4,0.5,265,-14
677,1,0.5,145,-10
11894,3,1.5,330,-4
7973,2,1.5,225,8
4925,2,0.5,260,2
13590,4,0.5,35,-14
11627,3,1.5,295,8
1706,1,1.0,90,-10
6748,2,1.0,275,-6
7332,2,1.5,270,-14
1429,1,1.0,330,-18
12872,4,0.5,20,20
4279,2,0.5,280,12
8390,3,0.5,35,2
3260,1,1.5,60,-10
266,1,0.5,40,8
6067,2,1.0,120,18
1177,1,0.5,45,-18
6358,2,1.0,275,12
1743,1,1.0,275,-20
10899,3,1.0,230,-20
4219,2,0.5,305,18
3937,1,1.5,195,0
2958,1,1.5,175,16
5467,2,1.0,45,-6
9102,3,0.5,20,-2
1900,1,1.0,85,0
2003,1,1.0,275,-4
9372,3,0.5,70,-8
15681,4,1.5,90,10
14444,4,1.0,80,14
14941,4,1.0,290,0
7495,2,1.5,110,18
326,1,0.5,15,2
4327,2,0.5,195,-18
1352,1,0.5,270,-4
4717,2,0.5,195,6
13461,4,0.5,40,-20
12418,4,0.5,25,-6
13372,4,0.5,245,12
3827,1,1.5,295,-10
6812,2,1.0,270,-4
9617,3,1.0,320,20
8580,3,0.5,10,4
394,1,0.5,30,12
9396,3,0.5,190,-2
16356,4,1.5,215,16
2329,1,1.0,280,18
9057,3,0.5,120,-8
12774,4,0.5,180,-8
7334,2,1.5,280,-10
3231,1,1.5,240,16
8315,3,0.5,310,20
13744,4,1.0,155,0
3967,1,1.5,20,18
63,1,0.5,325,-20
7553,2,1.5,75,8
14738,4,1.0,250,14
4069,1,1.5,205,12
8591,3,0.5,65,-16
13295,4,0.5,185,-16
7535,2,1.5,310,14
12633,4,0.5,125,4
4402,2,0.5,245,6
3956,1,1.5,290,-4
10531,3,1.0,15,0
12428,4,0.5,75,14
13733,4,1.0,100,20
9079,3,0.5,230,-6
16280,4,1.5,160,-10
5937,2,1.0,120,10
9385,3,0.5,135,18
2031,1,1.0,90,10
12918,4,0.5,250,-14
15895,4,1.5,185,18
1193,1,0.5,125,14
7801,2,1.5,15,0
821,1,0.5,215,-16
7315,2,1.5,185,-6
14401,4,1.0,190,12
3922,1,1.5,120,12
4030,1,1.5,10,18
9539,3,0.5,255,-10
12030,3,1.5,35,16
3809,1,1.5,205,-4
16208,4,1.5,125,14
14502,4,1.0,45,4
6347,2,1.0,220,-10
2420,1,1.0,85,-10
3836,1,1.5,15,8
14598,4,1.0,200,-14
3254,1,1.5,30,20
3305,1,1.5,285,-4
4277,2,0.5,270,8
6156,2,1.0,240,-14
14077,4,1.0,195,-6
11037,3,1.5,270,4
5985,2,1.0,35,-20
3284,1,1.5,180,-4
15709,4,1.5,230,-18
14654,4,1.0,155,14
4354,2,0.5,330,-6
7280,2,1.5,10,8
14968,4,1.0,100,12
12741,4,0.5,15,10
10335,3,1.0,10,-14
12600,4,0.5,285,-20
10219,3,1.0,80,6
13045,4,0.5,235,-12
16240,4,1.5,285,-6
15392,4,1.5,270,20
6452,2,1.0,95,-10
8115,2,1.5,285,-2
4221,2,0.5,315,-20
14172,4,1.0,20,16
8735,3,0.5,135,20
5089,2,0.5,105,-6
3143,1,1.5,125,8
15219,4,1.5,55,10
8284,3,0.5,155,0
16111,4,1.5,290,-12
6426,2,1.0,290,-20
1468,1,1.0,200,18
10435,3,1.0,185,18
5343,2,0.5,75,-2
4385,2,0.5,160,14
2894,1,1.5,180,14
8889,3,0.5,255,-8
5121,2,0.5,265,16
2661,1,1.0,315,10
4447,2,0.5,145,12
7884,2,1.5,105,-2
8437,3,0.5,270,12
16366,4,1.5,265,-6
8691,3,0.5,240,16
11885,3,1.5,285,20
15748,4,1.5,100,18
1727,1,1.0,195,-10
4218,2,0.5,300,16
14474,4,1.0,230,-10
1523,1,1.0,150,2
4532,2,0.5,245,14
9505,3,0.5,85,6
7069,2,1.5,255,6
10776,3,1.0,265,-14
11066,3,1.5,90,20
1157,1,0.5,270,-16
8640,3,0.5,310,-2
10819,3,1.0,155,-12
13338,4,0.5,75,-14
6655,2,1.0,135,18
11741,3,1.5,215,-16
12668,4,0.5,300,-10
15796,4,1.5,15,-12
13311,4,0.5,265,16
12036,3,1.5,65,-14
15785,4,1.5,285,8
6003,2,1.0,125,16
4771,2,0.5,140,-12
5788,2,1.0,25,6
9442,3,0.5,95,6
4578,2,0.5,150,-20
2195,1,1.0,260,2
12554,4,0.5,55,14
10105,3,1.0,160,-12
3829,1,1.5,305,-6
2639,1,1.0,205,8
13245,4,0.5,260,10
6286,2,1.0,240,-6
11812,3,1.5,245,0
4650,2,0.5,185,-2
9447,3,0.5,120,16
2016,1,1.0,15,-20
10905,3,1.0,260,-8
866,1,0.5,115,-10
1403,1,1.0,200,14
5097,2,0.5,145,10
10868,3,1.0,75,2
14614,4,1.0,280,18
8228,3,0.5,200,14
5513,2,1.0,275,2
6920,2,1.5,160,2
13675,4,1.0,135,-12
7626,2,1.5,115,-14
5248,2,0.5,250,18
15254,4,1.5,230,-4
15149,4,1.5,30,-4
13776,4,1.0,315,-20
3366,1,1.5,265,-8
5918,2,1.0,25,14
1897,1,1.0,70,-6
7557,2,1.5,95,16
15124,4,1.5,230,-12
285,1,0.5,135,4
6259,2,1.0,105,-18
13845,4,1.0,10,-8
13418,4,0.5,150,20
12227,3,1.5,45,-10
12978,4,0.5,225,-20
1109,1,0.5,30,14
7338,2,1.5,300,-2
14238,4,1.0,25,-20
13610,4,0.5,135,-16
296,1,0.5,190,-16
13378,4,0.5,275,-18
5339,2,0.5,55,-10
4562,2,0.5,70,-10
14710,4,1.0,110,0
5233,2,0.5,175,-12
4912,2,0.5,195,18
12355,4,0.5,35,-6
14613,4,1.0,275,16
6447,2,1.0,70,-20
13404,4,0.5,80,-8
188,1,0.5,300,20
9764,3,1.0,80,20
2876,1,1.5,90,20
14242,4,1.0,45,-12
10816,3,1.0,140,-18
5593,2,1.0,25,-6
11900,3,1.5,35,8
8567,3,0.5,270,20
13833,4,1.0,275,10
662,1,0.5,70,2
7417,2,1.5,45,-12
6818,2,1.0,300,8
14306,4,1.0,40,-10
1320,1,0.5,110,16
10074,3,1.0,330,10
13471,4,0.5,90,0
9457,3,0.5,170,-6
3633,1,1.5,300,-20
5469,2,1.0,55,-2
11911,3,1.5,90,-12
9229,3,0.5,330,0
3144,1,1.5,130,10
6751,2,1.0,290,0
10810,3,1.0,110,12
5026,2,0.5,115,-6
7667,2,1.5,320,-16
9123,3,0.5,125,-2
8302,3,0.5,245,-6
13523,4,0.5,25,20
12642,4,0.5,170,-20
13671,4,1.0,115,-20
2025,1,1.0,60,-2
12629,4,0.5,105,-4
14538,4,1.0,225,-8
8152,2,1.5,145,-12
10282,3,1.0,70,6
6343,2,1.0,200,-18
12320,4,0.5,185,8
1547,1,1.0,270,8
4990,2,0.5,260,6
11421,3,1.5,240,16
7645,2,1.5,210,-18
6108,2,1.0,325,16
9976,3,1.0,165,-18
13194,4,0.5,330,-8
12253,3,1.5,175,0
8474,3,0.5,130,2
14915,4,1.0,160,-10
11636,3,1.5,15,-16
12634,4,0.5,130,6
6885,2,1.5,310,16
8090,2,1.5,160,-10
7704,2,1.5,180,16
14350,4,1.0,260,-6
4688,2,0.5,50,-10
13712,4,1.0,320,20
4110,2,0.5,85,10
8039,2,1.5,230,14
3228,1,1.5,225,10
4226,2,0.5,15,-10
16311,4,1.5,315,10
3704,1,1.5,330,-4
7445,2,1.5,185,2
12917,4,0.5,245,-16
16044,4,1.5,280,-20
744,1,0.5,155,-2
7357,2,1.5,70,-6
7886,2,1.5,115,2
6540,2,1.0,210,-2
16316,4,1.5,15,20
13400,4,0.5,60,-16
13375,4,0.5,260,18
14155,4,1.0,260,-18
10024,3,1.0,80,-6
3519,1,1.5,55,4
16322,4,1.5,45,-10
8311,3,0.5,290,12
4217,2,0.5,295,14
10606,3,1.0,65,-18
8397,3,0.5,70,16
5651,2,1.0,315,-16
4337,2,0.5,245,2
15289,4,1.5,80,-18
14254,4,1.0,105,12
15127,4,1.5,245,-6
8903,3,0.5,325,20
14205,4,1.0,185,-2
9948,3,1.0,25,10
4858,2,0.5,250,-6
13980,4,1.0,35,10
13419,4,0.5,155,-20
7109,2,1.5,130,2
1611,1,1.0,265,10
4856,2,0.5,240,-10
1858,1,1.0,200,0
13542,4,0.5,120,16
2322,1,1.0,245,4
8241,3,0.5,265,-2
6629,2,1.0,330,8
14013,4,1.0,200,-8
1911,1,1.0,140,-20
6231,2,1.0,290,10
2315,1,1.0,210,-10
3127,1,1.5,45,18
4991,2,0.5,265,8
2389,1,1.0,255,12
12956,4,0.5,115,20
4195,2,0.5,185,12
11219,3,1.5,205,-10
7763,2,1.5,150,8
12666,4,0.5,290,-14
4778,2,0.5,175,2
912,1,0.5,20,-2
3198,1,1.5,75,-8
4249,2,0.5,130,-6
8169,2,1.5,230,-20
2007,1,1.0,295,4
10805,3,1.0,85,2
4548,2,0.5,325,4
1098,1,0.5,300,-8
5410,2,0.5,85,6
10417,3,1.0,95,-18
15869,4,1.5,55,8
6460,2,1.0,135,6
742,1,0.5,145,-6
8856,3,0.5,90,10
16189,4,1.5,30,18
12951,4,0.5,90,10
11982,3,1.5,120,4
16025,4,1.5,185,-16
4017,1,1.5,270,-8
8767,3,0.5,295,0
10750,3,1.0,135,18
14396,4,1.0,165,2
3765,1,1.5,310,-8
5170,2,0.5,185,-12
12799,4,0.5,305,0
10362,3,1.0,145,-2
14069,4,1.0,155,20
8385,3,0.5,10,-8
5886,2,1.0,190,-8
13515,4,0.5,310,4
5065,2,0.5,310,-12
14000,4,1.0,135,8
12102,3,1.5,70,-8
5099,2,0.5,155,14
13864,4,1.0,105,-12
6819,2,1.0,305,10
2525,1,1.0,285,-10
3480,1,1.5,185,10
9427,3,0.5,20,18
9827,3,1.0,70,20
838,1,0.5,300,18
1962,1,1.0,70,-2
14025,4,1.0,260,16
15050,4,1.5,185,8
10245,3,1.0,210,16
4036,1,1.5,40,-12
14060,4,1.0,110,2
10995,3,1.5,60,4
8840,3,0.5,10,20
6662,2,1.0,170,-10
7728,2,1.5,300,-20
6865,2,1.5,210,18
2022,1,1.0,45,-8
15087,4,1.5,45,-2
15769,4,1.5,205,18
11594,3,1.5,130,-16
10270,3,1.0,10,-18
3703,1,1.5,325,-6
12057,3,1.5,170,-14
3935,1,1.5,185,-4
7953,2,1.5,125,10
11248,3,1.5,25,6
13692,4,1.0,220,-20
7402,2,1.5,295,0
12743,4,0.5,25,14
14753,4,1.0,325,2
1754,1,1.0,330,2
12269,3,1.5,255,-10
9893,3,1.0,75,-16
2245,1,1.0,185,18
15341,4,1.5,15,2
9141,3,0.5,215,-8
10383,3,1.0,250,-2
8649,3,0.5,30,16
6919,2,1.5,155,0
3246,1,1.5,315,4
10661,3,1.0,15,8
9376,3,0.5,90,0
6330,2,1.0,135,-2
8386,3,0.5,15,-6
4567,2,0.5,95,0
9400,3,0.5,210,6
14712,4,1.0,120,4
13782,4,1.0,20,-8
9887,3,1.0,45,14
5117,2,0.5,245,8
3223,1,1.5,200,0
497,1,0.5,220,8
12748,4,0.5,50,-18
5673,2,1.0,100,-14
7397,2,1.5,270,-10
10600,3,1.0,35,12
6841,2,1.5,90,12
3273,1,1.5,125,16
1017,1,0.5,220,-2
2279,1,1.0,30,2
10328,3,1.0,300,14
16150,4,1.5,160,-18
1588,1,1.0,150,6
6320,2,1.0,85,20
14114,4,1.0,55,-16
9030,3,0.5,310,-20
3438,1,1.5,300,10
1137,1,0.5,170,-14
12500,4,0.5,110,-10
10023,3,1.0,75,-8
5008,2,0.5,25,0
1558,1,1.0,325,-12
14873,4,1.0,275,-10
14677,4,1.0,270,18
8339,3,0.5,105,-16
8654,3,0.5,55,-16
2833,1,1.5,200,18
15678,4,1.5,75,4
6569,2,1.0,30,14
4009,1,1.5,230,18
15043,4,1.5,150,-6
6790,2,1.0,160,-6
